"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"30136",13769,748,2005-07-03,9,547
"30137",20602,1411,2006-09-16,16,107
"30138",213,1537,2006-10-12,12,81
"30139",18330,758,2006-11-25,10,37
"30140",17323,1720,2006-10-08,17,85
"30141",22626,902,2006-11-07,10,55
"30142",7406,595,2006-08-28,10,126
"30143",34835,1334,2006-10-01,10,92
"30144",18285,223,2006-07-01,4,184
"30145",8838,580,2006-08-03,10,151
"30146",38213,760,2005-10-18,9,440
"30147",18833,969,2006-08-10,12,144
"30148",15832,796,2006-11-29,10,33
"30149",30382,1341,2006-10-22,12,71
"30150",14607,1207,2006-09-04,14,119
"30151",39713,834,2005-11-26,8,401
"30152",5074,748,2006-02-28,7,307
"30153",39247,1055,2006-11-09,11,53
"30154",36074,415,2006-07-25,7,160
"30155",11570,758,2006-06-10,9,205
"30156",15619,883,2006-06-10,7,205
"30157",4988,1275,2006-09-22,15,101
"30158",27993,1415,2006-10-13,13,80
"30159",28187,1093,2006-06-25,12,190
"30160",29518,460,2005-10-20,7,438
"30161",28021,1342,2006-08-05,15,149
"30162",27269,1150,2006-09-06,10,117
"30163",20750,832,2005-09-20,9,468
"30164",27956,792,2006-08-25,12,129
"30165",38867,837,2006-09-05,12,118
"30166",22126,1138,2006-08-06,10,148
"30167",24245,678,2005-08-07,6,512
"30168",28027,209,2006-09-10,4,113
"30169",9036,859,2005-10-16,8,442
"30170",14972,1127,2006-10-29,9,64
"30171",24465,877,2006-05-08,10,238
"30172",17595,979,2006-07-20,9,165
"30173",9072,1186,2006-09-27,10,96
"30174",4904,1118,2006-05-01,9,245
"30175",39239,1127,2006-10-26,15,67
"30176",6386,651,2006-10-19,7,74
"30177",390,834,2006-06-28,10,187
"30178",25958,910,2006-12-29,10,3
"30179",4357,1197,2006-07-21,10,164
"30180",8875,860,2006-12-09,9,23
"30181",12967,1424,2005-08-03,14,516
"30182",12495,1252,2006-06-06,9,209
"30183",29630,502,2006-10-02,6,91
"30184",21035,1184,2006-04-20,9,256
"30185",16110,694,2006-07-03,7,182
"30186",25087,739,2005-12-01,6,396
"30187",37819,1065,2005-10-03,9,455
"30188",5404,714,2006-03-23,7,284
"30189",38225,1226,2006-05-05,14,241
"30190",22641,774,2006-09-28,8,95
"30191",34797,750,2006-09-03,11,120
"30192",28616,814,2006-10-06,11,87
"30193",36610,1316,2006-09-15,12,108
"30194",15376,587,2006-01-17,6,349
"30195",21508,669,2006-01-13,8,353
"30196",2381,464,2006-06-20,8,195
"30197",9168,366,2006-04-29,6,247
"30198",12867,429,2005-11-10,9,417
"30199",36056,1558,2006-08-13,14,141
"30200",15653,818,2006-07-29,6,156
"30201",23111,1863,2006-09-13,18,110
"30202",10398,449,2006-08-12,5,142
"30203",7699,461,2006-09-21,5,102
"30204",32883,923,2006-09-13,10,110
"30205",10480,833,2006-08-01,9,153
"30206",25636,1301,2005-10-19,13,439
"30207",30464,798,2005-09-08,6,480
"30208",15997,953,2006-10-11,10,82
"30209",28562,940,2006-11-10,9,52
"30210",6979,976,2006-07-27,9,158
"30211",18143,748,2006-07-15,5,170
"30212",11827,1417,2006-07-28,11,157
"30213",28360,1488,2006-07-01,12,184
"30214",10632,903,2006-11-05,9,57
"30215",36260,1222,2006-08-11,9,143
"30216",22647,352,2006-09-22,4,101
"30217",38823,1034,2006-07-24,13,161
"30218",27861,997,2006-04-01,13,275
"30219",11957,557,2006-10-03,6,90
"30220",16476,520,2005-11-30,7,397
"30221",33899,683,2006-06-12,7,203
"30222",25241,714,2006-08-05,10,149
"30223",34126,1040,2006-05-02,9,244
"30224",27299,1030,2006-12-12,10,20
"30225",37612,1543,2006-11-21,16,41
"30226",21871,1183,2006-07-14,10,171
"30227",32038,1629,2006-11-06,14,56
"30228",20595,918,2006-05-24,9,222
"30229",22357,753,2006-05-28,9,218
"30230",30748,268,2006-06-13,4,202
"30231",39328,1279,2005-12-06,11,391
"30232",35662,1372,2006-09-18,15,105
"30233",24516,1005,2006-07-13,8,172
"30234",29193,762,2006-02-22,9,313
"30235",34145,1367,2006-11-22,15,40
"30236",33712,662,2006-08-21,11,133
"30237",10784,1234,2006-10-07,9,86
"30238",23530,457,2006-07-26,6,159
"30239",15246,803,2006-10-30,12,63
"30240",20029,1072,2006-09-29,12,94
"30241",15672,730,2006-08-14,9,140
"30242",24241,567,2006-11-28,8,34
"30243",33343,765,2006-09-12,8,111
"30244",19171,1290,2006-07-03,10,182
"30245",12155,925,2006-08-21,9,133
"30246",23541,970,2006-07-29,11,156
"30247",39731,1199,2006-12-04,10,28
"30248",37435,564,2006-07-10,6,175
"30249",5551,817,2006-09-11,5,112
"30250",29091,1437,2006-05-15,12,231
"30251",24998,1478,2006-06-22,16,193
"30252",8702,727,2006-05-14,7,232
"30253",25006,1222,2006-10-06,16,87
"30254",28422,903,2006-01-25,9,341
"30255",15252,1264,2006-08-07,11,147
"30256",11961,644,2006-11-10,8,52
"30257",26735,1630,2006-09-22,15,101
"30258",9796,968,2006-09-15,10,108
"30259",32748,772,2006-03-15,8,292
"30260",3970,818,2006-08-05,11,149
"30261",13481,846,2006-08-09,10,145
"30262",4039,711,2006-03-10,7,297
"30263",31469,1024,2006-09-15,9,108
"30264",5215,823,2005-12-04,9,393
"30265",28295,945,2005-12-08,9,389
"30266",15129,913,2006-04-24,7,252
"30267",17580,1410,2006-07-20,14,165
"30268",24634,618,2006-07-19,6,166
"30269",23687,1175,2006-10-29,13,64
"30270",34970,1460,2005-12-03,15,394
"30271",9201,871,2006-09-03,8,120
"30272",29394,1274,2006-10-10,12,83
"30273",8274,1039,2006-07-16,13,169
"30274",25435,1030,2006-02-24,9,311
"30275",30828,1229,2006-10-08,13,85
"30276",6898,885,2006-08-23,9,131
"30277",5031,720,2006-08-18,7,136
"30278",5398,893,2005-11-12,11,415
"30279",30508,954,2006-10-04,12,89
"30280",9441,1072,2006-10-02,11,91
"30281",31094,1139,2006-11-02,12,60
"30282",27726,612,2006-03-25,5,282
"30283",32267,1764,2006-09-03,15,120
"30284",15789,1216,2006-09-22,11,101
"30285",11451,636,2005-10-26,9,432
"30286",24551,527,2006-08-29,8,125
"30287",2552,1382,2006-05-14,13,232
"30288",6028,889,2006-07-11,10,174
"30289",5680,861,2006-04-17,12,259
"30290",2648,1084,2006-08-16,12,138
"30291",5554,508,2006-07-21,8,164
"30292",7113,884,2006-03-27,9,280
"30293",25283,956,2006-03-28,12,279
"30294",27469,1114,2006-06-24,16,191
"30295",34089,800,2005-12-12,12,385
"30296",3952,1027,2006-09-18,11,105
"30297",35200,957,2006-07-30,12,155
"30298",5516,1016,2006-05-07,10,239
"30299",9628,1233,2006-10-16,9,77
"30300",34464,939,2006-08-29,9,125
"30301",13585,1034,2006-12-27,11,5
"30302",36305,907,2005-08-22,8,497
"30303",30457,962,2006-09-17,9,106
"30304",33479,971,2006-04-23,10,253
"30305",7012,746,2006-09-27,9,96
"30306",15979,1050,2006-08-04,9,150
"30307",24518,961,2006-06-19,10,196
"30308",16820,928,2006-08-08,10,146
"30309",37902,905,2006-08-15,7,139
"30310",27160,873,2006-08-07,12,147
"30311",36343,1245,2006-09-28,12,95
"30312",8353,1227,2006-12-28,13,4
"30313",13391,638,2006-11-03,6,59
"30314",37094,1706,2006-09-29,17,94
"30315",24720,611,2005-07-31,7,519
"30316",17009,1031,2006-08-14,9,140
"30317",7206,834,2006-07-07,7,178
"30318",21066,689,2006-08-11,9,143
"30319",11258,919,2006-06-24,11,191
"30320",6963,624,2006-06-10,6,205
"30321",8345,854,2005-10-06,10,452
"30322",13464,996,2006-10-05,9,88
"30323",16604,870,2006-09-19,11,104
"30324",6840,887,2006-05-17,13,229
"30325",833,1068,2006-02-05,14,330
"30326",34373,531,2006-08-29,10,125
"30327",15693,809,2006-12-27,9,5
"30328",26843,827,2006-07-03,7,182
"30329",20704,1603,2006-03-23,16,284
"30330",10819,640,2006-05-08,5,238
"30331",7653,855,2005-10-27,10,431
"30332",494,522,2006-06-13,4,202
"30333",33821,478,2006-07-10,8,175
"30334",38249,1027,2006-11-12,13,50
"30335",21363,1167,2006-10-03,12,90
"30336",18269,1056,2006-11-13,10,49
"30337",1004,1344,2006-06-12,13,203
"30338",13266,927,2006-08-13,9,141
"30339",12827,733,2006-10-23,8,70
"30340",8609,1066,2006-09-30,9,93
"30341",38037,729,2006-12-27,9,5
"30342",24164,873,2006-07-31,10,154
"30343",19248,1405,2006-09-02,13,121
"30344",23437,564,2006-08-18,7,136
"30345",14323,653,2006-08-12,9,142
"30346",6802,767,2006-10-13,9,80
"30347",34591,1055,2006-09-20,14,103
"30348",12732,1679,2006-07-11,16,174
"30349",31211,517,2006-08-20,9,134
"30350",34873,254,2006-03-24,3,283
"30351",22345,1482,2006-09-01,13,122
"30352",3148,1022,2006-10-12,10,81
"30353",4176,1320,2006-07-29,11,156
"30354",39636,715,2006-09-22,11,101
"30355",11807,1293,2006-08-04,14,150
"30356",18520,923,2005-09-01,9,487
"30357",20121,581,2006-08-12,6,142
"30358",10760,624,2006-07-19,11,166
"30359",32112,857,2006-09-10,10,113
"30360",29533,984,2006-10-15,10,78
"30361",38690,850,2006-08-13,7,141
"30362",27342,778,2005-08-05,10,514
"30363",34887,1630,2006-10-02,15,91
"30364",28983,946,2006-05-23,7,223
"30365",5635,956,2006-06-30,12,185
"30366",32395,476,2006-11-02,5,60
"30367",38535,778,2005-09-10,6,478
"30368",35966,421,2006-08-12,7,142
"30369",14073,1199,2006-08-30,10,124
"30370",4048,830,2006-09-11,11,112
"30371",20713,1113,2006-11-17,11,45
"30372",94,1039,2006-04-21,10,255
"30373",6024,992,2006-04-04,10,272
"30374",22564,1078,2006-05-05,12,241
"30375",28738,1150,2006-11-25,10,37
"30376",9584,610,2006-12-26,9,6
"30377",35714,1226,2006-09-07,13,116
"30378",15151,505,2006-12-10,8,22
"30379",20852,1153,2006-06-29,15,186
"30380",23834,776,2006-09-22,6,101
"30381",1453,1189,2006-07-23,13,162
"30382",22994,764,2006-05-12,8,234
"30383",39936,788,2006-08-27,8,127
"30384",37135,723,2006-07-21,11,164
"30385",21872,589,2006-08-27,9,127
"30386",25652,537,2006-11-17,8,45
"30387",15335,660,2006-09-02,7,121
"30388",1486,856,2006-05-19,6,227
"30389",3001,932,2006-08-19,10,135
"30390",11075,593,2006-11-11,9,51
"30391",18506,689,2006-03-14,7,293
"30392",9840,843,2006-07-29,9,156
"30393",27211,1832,2006-07-31,17,154
"30394",28876,1146,2006-07-03,13,182
"30395",16231,1556,2006-10-16,15,77
"30396",23340,1221,2006-06-02,12,213
"30397",23798,846,2006-06-16,7,199
"30398",4490,1220,2006-07-01,10,184
"30399",13435,900,2006-07-01,11,184
"30400",900,696,2006-06-04,9,211
"30401",16770,598,2006-09-15,5,108
"30402",39957,1320,2006-01-23,11,343
"30403",9156,729,2006-02-27,9,308
"30404",11629,623,2006-07-01,7,184
"30405",26528,698,2006-07-02,8,183
"30406",28279,73,2006-09-25,4,98
"30407",29462,1242,2006-09-28,12,95
"30408",29743,1373,2006-07-07,15,178
"30409",36134,380,2006-07-03,5,182
"30410",3713,918,2006-10-06,11,87
"30411",36222,1139,2006-12-13,12,19
"30412",10710,1187,2006-11-22,10,40
"30413",20032,1667,2006-07-06,15,179
"30414",25983,1396,2006-07-08,11,177
"30415",31607,379,2005-10-09,4,449
"30416",4782,657,2006-06-05,7,210
"30417",4586,1352,2006-10-10,13,83
"30418",37275,1102,2006-05-23,8,223
"30419",21319,1278,2006-05-27,10,219
"30420",23037,888,2006-06-16,8,199
"30421",9270,782,2006-06-26,8,189
"30422",30842,1329,2006-07-26,14,159
"30423",32564,1170,2006-01-03,13,363
"30424",38413,1232,2006-09-29,14,94
"30425",16450,1024,2006-10-11,11,82
"30426",35600,963,2006-06-08,13,207
"30427",18433,814,2005-12-22,8,375
"30428",12376,911,2006-08-16,9,138
"30429",24627,409,2006-06-09,7,206
"30430",14071,707,2006-11-19,8,43
"30431",35232,713,2006-06-24,7,191
"30432",26089,1674,2006-12-28,13,4
"30433",35142,541,2006-08-20,8,134
"30434",1607,1464,2006-08-08,13,146
"30435",19672,766,2006-08-02,10,152
"30436",21223,1249,2006-09-10,12,113
"30437",35446,518,2006-09-01,6,122
"30438",1907,440,2006-08-31,5,123
"30439",10715,388,2006-08-18,6,136
"30440",4558,854,2006-08-23,9,131
"30441",37772,1692,2006-08-26,18,128
"30442",38611,752,2006-09-10,6,113
"30443",1305,865,2006-08-06,8,148
"30444",15024,1014,2005-11-07,15,420
"30445",1450,716,2006-04-15,7,261
"30446",12781,1069,2006-09-15,13,108
"30447",10043,397,2005-10-19,5,439
"30448",38695,1141,2006-10-01,11,92
"30449",19994,700,2005-07-10,7,540
"30450",16749,847,2006-07-02,9,183
"30451",7937,1340,2006-10-17,11,76
"30452",23744,811,2006-06-24,8,191
"30453",19878,957,2006-07-19,9,166
"30454",1565,556,2005-10-02,5,456
"30455",2726,1899,2006-09-06,19,117
"30456",22489,1422,2006-11-23,17,39
"30457",39160,501,2006-03-13,7,294
"30458",34541,705,2005-05-30,8,581
"30459",10013,402,2006-06-29,7,186
"30460",11199,370,2006-07-19,3,166
"30461",32976,964,2006-11-06,8,56
"30462",14201,1137,2006-10-19,13,74
"30463",24633,600,2006-12-22,9,10
"30464",6766,1583,2005-10-23,16,435
"30465",4396,908,2006-07-11,11,174
"30466",6171,736,2006-04-27,8,249
"30467",1768,564,2006-10-15,9,78
"30468",23573,504,2006-08-19,6,135
"30469",34354,1137,2006-06-25,11,190
"30470",4589,1073,2006-10-10,11,83
"30471",6199,541,2005-11-30,6,397
"30472",17592,739,2006-09-26,9,97
"30473",5233,892,2006-12-06,14,26
"30474",22786,1045,2006-02-27,11,308
"30475",35039,565,2006-10-06,7,87
"30476",10325,489,2006-01-03,6,363
"30477",32818,925,2006-08-29,13,125
"30478",25912,1002,2006-07-22,12,163
"30479",10366,612,2005-12-18,5,379
"30480",33863,728,2006-06-23,8,192
"30481",13441,1064,2006-07-24,14,161
"30482",1,1313,2006-05-17,10,229
"30483",21740,934,2006-10-24,11,69
"30484",38001,928,2005-07-09,7,541
"30485",20584,1049,2006-10-22,7,71
"30486",26447,1722,2006-10-08,16,85
"30487",37829,1421,2006-02-07,10,328
"30488",36789,1373,2006-07-05,16,180
"30489",4113,484,2006-12-26,7,6
"30490",9549,975,2006-06-16,10,199
"30491",12673,822,2006-04-12,7,264
"30492",8889,1327,2006-09-05,10,118
"30493",12753,409,2006-09-08,6,115
"30494",2372,1119,2006-03-08,11,299
"30495",31614,1044,2006-08-13,10,141
"30496",9922,741,2006-09-22,8,101
"30497",14556,1010,2006-10-12,9,81
"30498",20506,730,2006-10-10,10,83
"30499",7010,740,2006-07-17,6,168
"30500",35174,569,2005-11-13,5,414
"30501",23189,546,2006-05-30,8,216
"30502",37921,861,2006-01-08,10,358
"30503",38403,738,2006-05-02,9,244
"30504",12470,544,2006-08-24,7,130
"30505",13290,1254,2006-09-07,10,116
"30506",26080,1254,2006-10-20,11,73
"30507",211,867,2006-09-13,10,110
"30508",15566,318,2006-10-28,7,65
"30509",29130,741,2005-10-31,7,427
"30510",26742,1251,2006-01-02,12,364
"30511",17500,467,2006-08-19,6,135
"30512",16188,1182,2006-08-27,10,127
"30513",18166,888,2006-09-16,8,107
"30514",24297,1148,2006-07-14,14,171
"30515",19220,727,2006-06-04,7,211
"30516",7946,1217,2006-01-27,10,339
"30517",16499,1176,2006-09-28,14,95
"30518",14234,1060,2006-09-26,13,97
"30519",21702,653,2006-09-14,7,109
"30520",30414,620,2005-08-24,5,495
"30521",18666,911,2006-09-17,11,106
"30522",25359,665,2006-03-03,7,304
"30523",1855,722,2006-09-11,7,112
"30524",15561,1077,2006-09-25,10,98
"30525",18910,897,2006-09-24,12,99
"30526",24776,1169,2006-06-24,9,191
"30527",28164,1189,2006-04-08,11,268
"30528",19785,1630,2006-12-18,17,14
"30529",1977,1026,2005-08-05,11,514
"30530",32120,994,2006-10-22,10,71
"30531",34861,327,2006-01-25,5,341
"30532",26781,1055,2006-11-30,9,32
"30533",24662,776,2006-09-09,8,114
"30534",30300,69,2006-06-18,2,197
"30535",5072,1760,2006-09-23,15,100
"30536",30845,613,2005-09-26,7,462
"30537",9825,816,2005-10-19,10,439
"30538",12755,1073,2006-12-17,10,15
"30539",24094,1265,2006-04-08,12,268
"30540",37947,791,2006-07-18,9,167
"30541",19234,895,2005-07-06,7,544
"30542",13502,1100,2006-09-20,14,103
"30543",16591,922,2006-07-01,9,184
"30544",23553,1198,2006-09-25,12,98
"30545",22981,886,2006-09-07,11,116
"30546",27715,1258,2006-11-07,13,55
"30547",21776,482,2006-10-06,6,87
"30548",6637,547,2006-09-06,7,117
"30549",39020,1670,2006-09-12,17,111
"30550",2530,600,2006-09-21,9,102
"30551",21453,880,2006-10-05,11,88
"30552",30776,1431,2006-09-08,14,115
"30553",11925,506,2005-12-15,6,382
"30554",1414,678,2006-09-03,6,120
"30555",5910,565,2005-12-01,7,396
"30556",24439,1550,2006-09-23,13,100
"30557",37552,1183,2006-06-14,12,201
"30558",14848,720,2006-03-29,7,278
"30559",12527,1292,2006-09-04,11,119
"30560",391,862,2006-07-27,9,158
"30561",37995,945,2006-05-17,12,229
"30562",1363,696,2006-09-24,6,99
"30563",8657,537,2006-09-29,6,94
"30564",32347,1080,2006-10-10,11,83
"30565",27159,593,2006-10-08,9,85
"30566",19634,761,2006-05-27,6,219
"30567",22894,699,2006-09-24,9,99
"30568",5765,1317,2006-09-23,14,100
"30569",34813,1269,2006-02-16,8,319
"30570",328,1027,2006-08-31,9,123
"30571",775,555,2006-08-16,8,138
"30572",34739,937,2006-08-18,10,136
"30573",25425,770,2006-03-26,9,281
"30574",32494,1438,2006-08-20,13,134
"30575",14966,936,2006-04-24,10,252
"30576",38262,1370,2006-11-04,15,58
"30577",1762,1212,2006-11-19,11,43
"30578",5094,491,2006-07-15,7,170
"30579",23070,606,2006-05-08,6,238
"30580",39175,983,2006-10-18,11,75
"30581",13490,948,2006-05-15,10,231
"30582",36833,969,2006-03-14,11,293
"30583",38997,943,2006-10-09,8,84
"30584",34346,1171,2006-10-08,7,85
"30585",2802,1887,2006-12-12,19,20
"30586",25242,587,2005-11-09,5,418
"30587",36737,1314,2006-07-26,8,159
"30588",35839,1169,2006-09-07,12,116
"30589",724,920,2006-11-01,11,61
"30590",29312,500,2006-08-27,5,127
"30591",28577,749,2005-10-15,8,443
"30592",9776,939,2006-04-01,8,275
"30593",1600,1057,2006-09-14,12,109
"30594",1861,604,2006-05-30,7,216
"30595",38846,1007,2006-12-30,10,2
"30596",27100,246,2005-12-28,5,369
"30597",10166,1004,2006-10-14,12,79
"30598",22735,870,2006-06-10,9,205
"30599",36078,821,2006-10-26,7,67
"30600",31777,1147,2006-12-17,17,15
"30601",26949,797,2005-12-06,11,391
"30602",8638,941,2006-12-09,11,23
"30603",6134,1271,2006-06-28,14,187
"30604",21196,595,2006-08-18,8,136
"30605",1507,628,2006-05-28,7,218
"30606",26103,1044,2006-10-30,11,63
"30607",16344,1540,2006-05-15,14,231
"30608",10038,388,2005-09-14,4,474
"30609",25800,432,2005-08-06,5,513
"30610",9467,524,2006-04-04,7,272
"30611",6856,1575,2006-11-18,14,44
"30612",9326,1427,2006-09-18,13,105
"30613",25372,937,2006-11-10,12,52
"30614",4398,641,2006-11-10,8,52
"30615",2162,557,2006-10-08,5,85
"30616",24360,1432,2006-12-26,15,6
"30617",13416,1462,2006-09-11,14,112
"30618",18733,721,2006-08-15,12,139
"30619",35047,1019,2006-06-27,11,188
"30620",2395,813,2006-08-10,9,144
"30621",3566,1167,2006-10-31,10,62
"30622",18665,993,2006-07-26,9,159
"30623",4702,1722,2006-11-06,15,56
"30624",32901,1224,2006-07-11,15,174
"30625",7112,599,2006-12-09,9,23
"30626",5731,1127,2005-11-29,10,398
"30627",7467,863,2006-05-08,9,238
"30628",21971,885,2006-06-15,11,200
"30629",332,1243,2006-07-06,15,179
"30630",17155,1720,2006-12-21,19,11
"30631",37533,1221,2005-10-16,11,442
"30632",1845,603,2006-09-03,8,120
"30633",16087,541,2006-05-19,7,227
"30634",14677,1289,2006-10-31,10,62
"30635",28576,1069,2006-08-28,10,126
"30636",587,550,2006-12-19,6,13
"30637",35982,560,2005-12-15,8,382
"30638",19669,1116,2005-11-18,12,409
"30639",17143,1183,2006-09-06,15,117
"30640",9478,810,2006-01-19,8,347
"30641",4871,786,2006-11-24,8,38
"30642",37684,1300,2006-11-08,12,54
"30643",29214,810,2006-08-26,8,128
"30644",9085,1092,2006-10-17,12,76
"30645",34754,1744,2006-11-27,15,35
"30646",30548,324,2006-12-13,4,19
"30647",21540,663,2006-03-06,8,301
"30648",2745,415,2005-12-11,7,386
"30649",23888,808,2006-03-19,7,288
"30650",21316,1106,2006-06-13,12,202
"30651",16248,120,2006-04-21,3,255
"30652",15202,903,2006-08-27,7,127
"30653",26777,561,2006-06-23,8,192
"30654",6830,700,2005-11-15,11,412
"30655",28244,1106,2006-08-15,10,139
"30656",10596,847,2006-11-08,8,54
"30657",5015,909,2006-09-17,7,106
"30658",32100,621,2006-10-28,5,65
"30659",19093,1094,2006-09-27,7,96
"30660",141,1558,2006-10-28,13,65
"30661",37712,1146,2006-10-31,13,62
"30662",4444,664,2006-09-20,9,103
"30663",20660,526,2006-06-07,5,208
"30664",23559,589,2006-08-26,7,128
"30665",36876,741,2006-04-16,9,260
"30666",29226,831,2006-08-28,6,126
"30667",22228,1240,2006-11-30,11,32
"30668",18235,1336,2006-07-24,12,161
"30669",25461,206,2006-03-23,4,284
"30670",34173,914,2006-08-16,9,138
"30671",34550,1037,2006-07-27,12,158
"30672",31274,554,2005-09-22,7,466
"30673",11054,1315,2006-08-13,13,141
"30674",28340,882,2005-10-17,9,441
"30675",500,450,2006-10-09,5,84
"30676",14750,820,2005-09-24,8,464
"30677",34372,584,2006-01-15,8,351
"30678",35021,1381,2006-09-30,11,93
"30679",4491,759,2006-11-30,7,32
"30680",11943,918,2006-09-07,7,116
"30681",14406,854,2006-11-11,11,51
"30682",2460,1319,2006-09-12,15,111
"30683",8205,666,2006-07-07,8,178
"30684",34731,1676,2006-03-09,16,298
"30685",10621,760,2006-12-19,8,13
"30686",38476,1589,2006-06-11,16,204
"30687",23464,623,2006-06-25,9,190
"30688",11091,611,2006-09-26,6,97
"30689",11672,433,2006-06-30,3,185
"30690",13822,857,2006-08-18,9,136
"30691",28356,750,2006-09-10,8,113
"30692",21936,932,2006-05-06,11,240
"30693",27089,1371,2006-12-18,11,14
"30694",8628,971,2006-07-13,9,172
"30695",26956,328,2006-05-27,5,219
"30696",12621,1275,2006-10-08,12,85
"30697",38404,1534,2006-08-21,14,133
"30698",28594,251,2005-09-08,4,480
"30699",10822,657,2005-11-23,9,404
"30700",28925,1443,2006-10-04,13,89
"30701",29490,1372,2006-06-06,14,209
"30702",19929,451,2006-07-06,6,179
"30703",5548,1572,2006-08-21,13,133
"30704",27800,1221,2006-10-09,12,84
"30705",25223,66,2006-06-29,2,186
"30706",30869,372,2005-06-23,5,557
"30707",15951,992,2006-09-02,11,121
"30708",27195,913,2006-09-23,11,100
"30709",17353,896,2006-10-11,11,82
"30710",29833,1728,2006-07-01,15,184
"30711",30051,752,2006-08-07,6,147
"30712",2047,1718,2006-09-16,15,107
"30713",2514,835,2006-07-09,9,176
"30714",23583,995,2006-12-09,9,23
"30715",15241,1216,2006-08-14,13,140
"30716",8517,958,2006-11-23,10,39
"30717",20729,1693,2006-08-18,16,136
"30718",27188,782,2006-08-11,7,143
"30719",32653,1006,2006-10-31,8,62
"30720",2464,764,2006-12-24,6,8
"30721",10636,841,2006-05-11,9,235
"30722",5807,668,2006-08-25,10,129
"30723",1943,1425,2006-11-24,14,38
"30724",4964,640,2006-08-31,7,123
"30725",32192,1557,2006-08-13,13,141
